sleep_hours,steps,calories,water_intake_ml,stress_level,heart_rate_bpm,health_score,sleep_score,step_score,calorie_score,water_score,stress_score,hr_score,active_sleep_score,recovery_score,hydration_ratio,cardio_index,lifestyle_score,cal_per_1k_steps,sleep_per_stress,water_per_cal,sleep_hours_sq,stress_level_sq,steps_log,sleep_category,activity_category,stress_category
7.98,7061,2296,3317,8,67.7,71.11,99.7,70.61,85.2,100.0,22.22222222222222,89.74,70.39817,22.155555555555555,1444.686411149826,63.365413999999994,77.91203703703704,325.16640702450076,0.9975,1.4446864111498259,63.680400000000006,64,8.862483576488332,3.0,2.0,2.0
7.89,5545,1699,2483,10,94.2,62.27,98.35,55.45,84.95,82.76666666666667,0.0,42.03999999999999,54.535075,0.0,1461.447910535609,23.311179999999993,60.59277777777777,306.40216411181245,0.7889999999999999,1.461447910535609,62.25209999999999,100,8.620832226175724,3.0,2.0,2.0
9.31,11244,2349,2540,1,84.1,93.27,80.35,100.0,82.55,84.66666666666667,100.0,60.220000000000006,80.35,80.35,1081.3111962537248,60.220000000000006,84.63111111111111,208.91141942369265,9.31,1.081311196253725,86.6761,1,9.327678864393416,2.0,4.0,0.0
9.17,7021,2443,2603,1,78.9,84.03,82.45,70.21,77.85,86.76666666666667,100.0,69.57999999999998,57.888144999999994,82.45,1065.4932460090054,48.85211799999998,81.14277777777777,347.95613160518445,9.17,1.0654932460090054,84.0889,1,8.856803356728378,2.0,2.0,0.0
6.44,7468,1752,1323,7,76.6,61.35,76.60000000000001,74.68,87.6,44.1,33.33333333333333,73.72000000000001,57.20488000000001,25.53333333333333,755.1369863013699,55.054096000000015,65.00555555555556,234.60096411355116,0.92,0.7551369863013698,41.473600000000005,49,8.918516400357067,2.0,2.0,2.0
7.56,6868,2236,2476,6,70.0,71.67,93.39999999999999,68.67999999999999,88.2,82.53333333333333,44.44444444444444,85.6,64.14711999999999,41.511111111111106,1107.334525939177,58.79007999999999,77.14296296296295,325.5678509027373,1.26,1.1073345259391771,57.1536,36,8.834773814213882,3.0,2.0,1.0
6.06,2250,1736,1590,6,96.0,51.1,70.89999999999999,22.5,86.8,53.0,44.44444444444444,38.8,15.952499999999997,31.511111111111106,915.8986175115208,8.729999999999999,52.74074074074074,771.5555555555555,1.01,0.9158986175115207,36.7236,36,7.719129840906732,2.0,0.0,1.0
7.04,4604,1262,1846,1,81.6,73.87,85.6,46.04,63.1,61.53333333333333,100.0,64.72,39.41024,85.6,1462.757527733756,29.797088,70.16555555555556,274.1094700260643,7.04,1.462757527733756,49.5616,1,8.434897948689407,3.0,1.0,0.0
6.1,10883,2049,3497,6,63.0,77.59,71.5,100.0,97.55,100.0,44.44444444444444,98.2,71.5,31.77777777777778,1706.686188384578,98.2,85.2824074074074,188.2752917394101,1.0166666666666666,1.7066861883845779,37.209999999999994,36,9.295049099903137,2.0,4.0,1.0
9.43,1670,1812,2048,6,55.2,67.3,78.55000000000001,16.7,90.6,68.26666666666667,44.44444444444444,87.76,13.11785,34.91111111111111,1130.2428256070639,14.655920000000002,64.38685185185186,1085.0299401197606,1.5716666666666665,1.130242825607064,88.9249,36,7.421177528595393,2.0,0.0,1.0
7.55,5701,1824,1756,9,78.8,60.53,93.25,57.010000000000005,91.2,58.53333333333334,11.11111111111111,69.76,53.16182500000001,10.36111111111111,962.719298245614,39.770176000000006,63.477407407407405,319.94386949657957,0.8388888888888889,0.9627192982456141,57.0025,81,8.648572269472618,3.0,2.0,2.0
6.67,6801,2790,2892,4,71.3,71.72,80.05,68.01,60.5,96.39999999999999,66.66666666666666,83.26,54.442005,53.36666666666666,1036.5591397849462,56.62512600000001,75.81444444444445,410.2337891486546,1.6675,1.0365591397849463,44.4889,16,8.82497196556714,2.0,2.0,1.0
8.79,13231,1390,1631,4,54.9,79.79,88.15,100.0,69.5,54.36666666666666,66.66666666666666,87.22,88.15,58.76666666666666,1173.381294964029,87.22,77.65055555555556,105.0563071574333,2.1975,1.1733812949640288,77.26409999999998,16,9.490393417263473,3.0,4.0,1.0
3.74,10306,2153,1932,1,77.1,69.84,36.1,100.0,92.35,64.4,100.0,72.82000000000001,36.1,36.1,897.3525313516024,72.82000000000001,77.61166666666666,208.90743256355523,3.74,0.8973525313516024,13.987600000000002,1,9.240578555036793,0.0,4.0,0.0
3.98,6328,1602,2949,6,68.8,61.45,39.7,63.28,80.1,98.3,44.44444444444444,87.76,25.122160000000004,17.644444444444446,1840.8239700374531,55.534528,68.93074074074075,253.1605562579014,0.6633333333333333,1.8408239700374531,15.8404,36,8.752897524775305,0.0,2.0,1.0
8.19,11914,2363,2226,7,78.4,75.58,97.15,100.0,81.85,74.2,33.33333333333333,70.47999999999999,97.15,32.38333333333333,942.0228523063902,70.47999999999999,76.16888888888889,198.33808964243747,1.17,0.9420228523063902,67.0761,49,9.385553389532843,3.0,4.0,2.0
7.09,5778,2119,1263,3,77.3,66.42,86.35,57.78,94.05,42.1,77.77777777777779,72.46000000000001,49.893029999999996,67.16111111111111,596.0358659745162,41.86738800000001,71.75296296296297,366.735894773278,2.3633333333333333,0.5960358659745163,50.2681,9,8.661985936317778,3.0,2.0,0.0
7.38,11027,2152,2526,8,64.7,79.54,90.7,100.0,92.4,84.2,22.22222222222222,95.14,90.7,20.155555555555555,1173.791821561338,95.14,80.77703703703703,195.1573410719144,0.9225,1.1737918215613383,54.4644,64,9.308192772143688,3.0,4.0,2.0
5.01,3923,1622,1962,10,79.6,45.3,55.15,39.23,81.1,65.4,0.0,68.32000000000001,21.635344999999997,0.0,1209.6177558569666,26.801936,51.53333333333333,413.4590874330869,0.501,1.2096177558569667,25.100099999999998,100,8.274866820685254,1.0,1.0,2.0
6.97,11220,1694,3124,2,66.0,87.4,84.55,100.0,84.7,100.0,88.88888888888889,92.8,84.55,75.15555555555555,1844.1558441558443,92.8,91.82314814814815,150.98039215686273,3.485,1.844155844155844,48.5809,4,9.325542301664866,2.0,4.0,0.0
10.01,6782,2371,1836,6,66.8,78.71,69.85,67.82000000000001,81.45,61.199999999999996,44.44444444444444,91.36,47.37227,31.044444444444437,774.3568114719527,61.960352,69.35407407407408,349.60188734886464,1.6683333333333332,0.7743568114719528,100.20009999999999,36,8.82217476094608,2.0,2.0,1.0
8.24,4914,2708,2831,7,65.6,63.27,96.39999999999999,49.14,64.6,94.36666666666666,33.33333333333333,93.52000000000001,47.37096,32.133333333333326,1045.420974889217,45.95572800000001,71.89333333333333,551.0785510785511,1.1771428571428573,1.0454209748892171,67.8976,49,8.500047032581268,3.0,1.0,2.0
7.25,7349,2192,3265,1,85.6,87.59,88.75,73.49,90.4,100.0,100.0,57.52000000000001,65.222375,88.75,1489.507299270073,42.271448,85.02666666666666,298.2718737243162,7.25,1.489507299270073,52.5625,1,8.902455592206882,3.0,2.0,0.0
6.34,8832,1641,1689,2,68.6,73.49,75.1,88.32,82.05,56.3,88.88888888888889,88.12,66.32831999999999,66.75555555555555,1029.2504570383912,77.827584,79.79648148148148,185.8016304347826,3.17,1.0292504570383911,40.1956,4,9.086249986745132,2.0,3.0,0.0
6.41,6516,2136,2084,4,88.5,69.05,76.15,65.16,93.2,69.46666666666667,66.66666666666666,52.3,49.61934,50.76666666666666,975.6554307116104,34.07867999999999,70.49055555555556,327.8084714548803,1.6025,0.9756554307116105,41.088100000000004,16,8.78216942633238,2.0,2.0,1.0
3.81,9662,2971,2433,2,93.4,62.14,37.150000000000006,96.61999999999999,51.45,81.10000000000001,88.88888888888889,43.47999999999999,35.89433,33.022222222222226,818.9161898350724,42.01037599999999,66.44814814814815,307.49327261436554,1.905,0.8189161898350724,14.5161,4,9.176059437999308,0.0,3.0,0.0
7.39,6251,2041,1686,4,63.1,70.66,90.85,62.51,97.95,56.2,66.66666666666666,98.02,56.790335,60.56666666666665,826.0656540911318,61.272301999999996,78.69944444444444,326.5077587585986,1.8475,0.8260656540911318,54.6121,16,8.740656691541368,3.0,2.0,1.0
8.27,9861,2585,2362,2,45.0,88.41,95.95,98.61,70.75,78.73333333333333,88.88888888888889,69.4,94.61629500000001,85.28888888888889,913.7330754352031,68.43534000000001,83.72203703703703,262.1437988033668,4.135,0.9137330754352031,68.3929,4,9.196444266784072,3.0,3.0,0.0
4.64,9327,1704,2065,9,84.5,62.4,49.599999999999994,93.27,85.2,68.83333333333333,11.11111111111111,59.5,46.26191999999999,5.511111111111109,1211.8544600938967,55.49565,61.2524074074074,182.69540045030556,0.5155555555555555,1.2118544600938967,21.5296,81,9.140775908590273,0.0,3.0,2.0
6.01,7817,1983,2053,6,67.9,68.7,70.15,78.17,99.15,68.43333333333334,44.44444444444444,89.38,54.83625500000001,31.177777777777777,1035.3000504286433,69.868346,74.95462962962962,253.67788154023282,1.0016666666666667,1.0353000504286434,36.1201,36,8.9641840463529,2.0,3.0,1.0
5.26,6676,2248,2229,4,61.6,68.44,58.9,66.75999999999999,87.6,74.3,66.66666666666666,99.28,39.321639999999995,39.26666666666666,991.5480427046263,66.27932799999999,75.58444444444444,336.72857998801675,1.315,0.9915480427046264,27.667599999999997,16,8.806424063857868,1.0,2.0,1.0
5.55,8455,2159,2243,8,64.9,65.45,63.25,84.55,92.05,74.76666666666667,22.22222222222222,94.77999999999999,53.477875,14.055555555555554,1038.9069013432145,80.13648999999998,71.93648148148148,255.3518628030751,0.69375,1.0389069013432144,30.8025,64,9.042631527550073,1.0,3.0,2.0
7.08,9651,1693,2298,1,67.0,91.34,86.2,96.50999999999999,84.65,76.6,100.0,91.0,83.19162,86.2,1357.3538098050797,87.8241,89.16000000000001,175.4222360377163,7.08,1.3573538098050797,50.126400000000004,1,9.174920426744922,3.0,3.0,0.0
3.87,14185,1676,1841,6,87.6,53.25,38.050000000000004,100.0,83.8,61.36666666666667,44.44444444444444,53.92000000000001,38.050000000000004,16.91111111111111,1098.4486873508354,53.92000000000001,63.59685185185186,118.15297849841382,0.645,1.0984486873508352,14.9769,36,9.560010841762033,0.0,4.0,1.0
7.92,10818,2395,1867,7,73.9,75.21,98.8,100.0,80.25,62.23333333333333,33.33333333333333,78.57999999999998,98.8,32.93333333333332,779.5407098121085,78.57999999999998,75.53277777777778,221.3902754668146,1.1314285714285715,0.7795407098121085,62.7264,49,9.289059126687574,3.0,4.0,2.0
8.13,10928,2477,2129,9,87.4,67.34,98.04999999999998,100.0,76.15,70.96666666666667,11.11111111111111,54.27999999999999,98.04999999999998,10.89444444444444,859.5074687121519,54.279999999999994,68.42629629629629,226.6654465592972,0.9033333333333334,0.8595074687121518,66.09690000000002,81,9.299175085676673,3.0,4.0,2.0
6.62,17266,2605,2173,3,77.9,69.61,79.3,100.0,69.75,72.43333333333334,77.77777777777779,71.38,79.3,61.677777777777784,834.1650671785029,71.38,78.44018518518519,150.8745511409707,2.2066666666666666,0.8341650671785029,43.824400000000004,9,9.75655244441243,2.0,4.0,0.0
3.28,9548,2722,1937,6,68.3,55.82,29.19999999999999,95.48,63.9,64.56666666666668,44.44444444444444,88.66000000000001,27.880159999999993,12.97777777777777,711.6091109478325,84.65256800000002,64.37518518518519,285.0858818600754,0.5466666666666666,0.7116091109478325,10.758399999999998,36,9.164191715950203,0.0,3.0,1.0
5.51,9454,2054,2394,8,67.3,73.86,62.65,94.54,97.3,79.80000000000001,22.22222222222222,90.46000000000001,59.229310000000005,13.922222222222222,1165.5306718597858,85.52088400000001,74.49537037037038,217.26253437698327,0.68875,1.1655306718597858,30.3601,64,9.154298981092557,1.0,3.0,2.0
8.85,10112,1876,1111,8,78.7,71.04,87.25,100.0,93.8,37.03333333333333,22.22222222222222,69.94,87.25,19.38888888888889,592.2174840085288,69.94,68.37425925925926,185.52215189873417,1.10625,0.5922174840085288,78.32249999999999,64,9.221577003902171,3.0,4.0,2.0
3.0,4973,2540,1762,2,81.8,55.55,25.0,49.730000000000004,73.0,58.733333333333334,88.88888888888889,64.36000000000001,12.4325,22.22222222222222,693.7007874015748,32.00622800000001,59.95203703703705,510.75809370601246,1.5,0.6937007874015748,9.0,4,8.51197962436335,0.0,1.0,0.0
6.48,6668,2285,2032,10,84.0,59.86,77.2,66.67999999999999,85.75,67.73333333333333,0.0,60.4,51.47696,0.0,889.2778993435448,40.274719999999995,59.62722222222222,342.68146370725856,0.648,0.8892778993435448,41.99040000000001,100,8.805225202632306,2.0,2.0,2.0
5.23,6481,1607,1686,3,68.9,65.01,58.45,64.81,80.35,56.2,77.77777777777779,87.57999999999998,37.88144500000001,45.46111111111112,1049.1599253266957,56.76059799999999,70.86129629629629,247.95556241320784,1.7433333333333334,1.0491599253266957,27.352900000000005,9,8.776784383701493,1.0,2.0,0.0
8.21,9943,1587,3178,4,74.1,86.87,96.85,99.42999999999999,79.35,100.0,66.66666666666666,78.22000000000001,96.29795499999999,64.56666666666665,2002.5204788909894,77.77414600000002,86.75277777777778,159.6097757216132,2.0525,2.002520478890989,67.40410000000001,16,9.204724633190548,3.0,3.0,1.0
5.99,7477,2197,2211,2,79.0,69.24,69.85,74.77000000000001,90.15,73.7,88.88888888888889,69.4,52.226845000000004,62.088888888888874,1006.3723258989531,51.890380000000015,77.79314814814815,293.83442557175334,2.995,1.0063723258989532,35.880100000000006,4,8.91972065553706,1.0,2.0,0.0
7.61,8415,1929,2306,2,67.4,83.21,94.15,84.15,96.45,76.86666666666667,88.88888888888889,90.27999999999999,79.227225,83.68888888888888,1195.4380508035251,75.97062,88.46425925925926,229.23351158645278,3.805,1.1954380508035252,57.9121,4,9.03788993497749,3.0,3.0,0.0
7.85,11262,1989,1910,3,58.4,87.98,97.75,100.0,99.45,63.66666666666667,77.77777777777779,93.52,97.75,76.02777777777779,960.2815485168426,93.52,88.69407407407408,176.61161427810336,2.6166666666666667,0.9602815485168427,61.622499999999995,9,9.329278296047697,3.0,4.0,0.0
9.75,10589,2429,2191,2,62.3,90.52,73.75,100.0,78.55,73.03333333333333,88.88888888888889,99.46000000000001,73.75,65.55555555555556,902.0172910662825,99.46,85.61370370370372,229.3889885730475,4.875,0.9020172910662824,95.0625,4,9.267665438595452,2.0,4.0,0.0
6.7,7515,2304,1471,8,69.1,63.14,80.5,75.14999999999999,84.8,49.03333333333333,22.22222222222222,87.22000000000001,60.49574999999999,17.88888888888889,638.4548611111112,65.54583000000001,66.4875925925926,306.5868263473054,0.8375,0.6384548611111112,44.89,64,8.924789360533357,2.0,3.0,2.0
7.56,5990,2532,2098,6,79.9,66.37,93.39999999999999,59.9,73.4,69.93333333333334,44.44444444444444,67.77999999999999,55.94659999999999,41.511111111111106,828.5939968404423,40.60021999999999,68.14296296296295,422.7045075125209,1.26,0.8285939968404423,57.1536,36,8.698013622083925,3.0,2.0,1.0
4.77,11406,1227,1638,4,87.1,69.15,51.55,100.0,61.35,54.6,66.66666666666666,54.82000000000001,51.55,34.36666666666666,1334.963325183374,54.82000000000001,64.8311111111111,107.57496054708048,1.1925,1.3349633251833741,22.752899999999997,16,9.341982481027898,0.0,4.0,1.0
8.79,10322,2101,2034,6,55.7,80.94,88.15,100.0,94.95,67.80000000000001,44.44444444444444,88.66000000000001,88.15,39.17777777777778,968.1104236078058,88.66000000000003,80.66740740740742,203.54582445262548,1.4649999999999999,0.9681104236078059,77.26409999999998,36,9.24212969446559,3.0,4.0,1.0
5.86,3181,2278,664,7,64.8,53.87,67.9,31.81,86.1,22.133333333333333,33.33333333333333,94.96000000000001,21.59899,22.63333333333333,291.4837576821773,30.206776,56.03944444444445,716.1270040867652,0.8371428571428572,0.2914837576821773,34.339600000000004,49,8.065265208897733,1.0,1.0,2.0
6.16,7061,1389,1523,2,67.7,69.73,72.4,70.61,69.45,50.76666666666667,88.88888888888889,89.74,51.121640000000006,64.35555555555555,1096.4722822174226,63.365413999999994,73.64259259259258,196.71434640985697,3.08,1.0964722822174227,37.9456,4,8.862483576488332,2.0,2.0,0.0
6.97,8497,1738,3078,3,81.5,86.17,84.55,84.97,86.9,100.0,77.77777777777779,64.9,71.842135,65.76111111111112,1771.0011507479862,55.14553000000001,83.18296296296296,204.54277980463692,2.3233333333333333,1.7710011507479861,48.5809,9,9.047586120674756,2.0,3.0,0.0
4.66,10336,1664,2698,9,65.7,60.27,49.900000000000006,100.0,83.2,89.93333333333334,11.11111111111111,93.33999999999999,49.900000000000006,5.544444444444444,1621.394230769231,93.33999999999997,71.24740740740741,160.9907120743034,0.5177777777777778,1.6213942307692308,21.715600000000002,81,9.243484970568485,0.0,4.0,2.0
7.34,10730,2009,2991,1,66.8,94.09,90.1,100.0,99.55,99.7,100.0,91.36,90.1,90.1,1488.8003982080638,91.36,96.78499999999998,187.23205964585273,7.34,1.4888003982080638,53.8756,1,9.280892027927127,3.0,4.0,0.0
8.45,8852,2651,3033,10,55.1,70.13,93.25000000000001,88.52,67.45,100.0,0.0,87.58,82.54490000000001,0.0,1144.096567333082,77.52581599999999,72.8,299.48034342521464,0.845,1.1440965673330818,71.40249999999999,100,9.08851166361105,3.0,3.0,2.0
7.44,9756,2809,2604,10,77.8,66.24,91.60000000000001,97.56,59.55,86.8,0.0,71.56,89.36496000000001,0.0,927.0202919188323,69.813936,67.84500000000001,287.9253792537925,0.744,0.9270202919188323,55.35360000000001,100,9.18574025510795,3.0,3.0,2.0
4.62,8192,1674,1928,3,70.1,71.42,49.300000000000004,81.92,83.7,64.26666666666667,77.77777777777779,85.42000000000002,40.38656,38.344444444444456,1151.7323775388293,69.97606400000001,73.73074074074074,204.345703125,1.54,1.151732377538829,21.3444,9,9.011035410141815,0.0,3.0,0.0
6.81,5978,2211,1578,4,64.2,70.26,82.14999999999999,59.78,89.45,52.6,66.66666666666666,96.03999999999999,49.109269999999995,54.76666666666665,713.7042062415197,57.41271199999999,74.44777777777777,369.8561391769823,1.7025,0.7137042062415196,46.376099999999994,16,8.696008608880904,2.0,2.0,1.0
8.11,7216,2224,2888,3,68.9,88.02,98.35000000000001,72.16,88.8,96.26666666666667,77.77777777777779,87.57999999999998,70.96936000000001,76.49444444444447,1298.5611510791366,63.19772799999999,86.8224074074074,308.2039911308204,2.703333333333333,1.2985611510791366,65.7721,9,8.884194633072273,3.0,2.0,0.0
4.18,8057,2155,2239,6,85.5,58.39,42.699999999999996,80.57,92.25,74.63333333333333,44.44444444444444,57.699999999999996,34.403389999999995,18.977777777777774,1038.9791183294665,46.48888999999999,65.38296296296296,267.46928137023707,0.6966666666666667,1.0389791183294663,17.472399999999997,36,8.994420665751292,0.0,3.0,1.0
5.39,7896,2160,3696,3,59.9,74.12,60.849999999999994,78.96,92.0,100.0,77.77777777777779,96.22,48.04715999999999,47.327777777777776,1711.111111111111,75.97531199999999,84.3012962962963,273.5562310030395,1.7966666666666666,1.711111111111111,29.052099999999996,9,8.97423821949758,1.0,3.0,0.0
8.31,2343,2121,1981,8,61.9,61.75,95.35,23.43,93.95,66.03333333333333,22.22222222222222,99.82,22.340504999999997,21.188888888888886,933.993399339934,23.387826,66.80092592592592,905.2496798975673,1.03875,0.933993399339934,69.05610000000001,64,7.759614150696903,3.0,0.0,2.0
7.41,6808,2675,3384,4,87.0,73.28,91.15,68.08,66.25,100.0,66.66666666666666,55.0,62.05492,60.76666666666666,1265.0467289719627,37.444,74.52444444444444,392.9200940070505,1.8525,1.2650467289719627,54.908100000000005,16,8.826000545482966,3.0,2.0,1.0
7.62,8169,2441,2106,10,72.9,63.75,94.3,81.69,77.95,70.19999999999999,0.0,80.38,77.03366999999999,0.0,862.7611634575994,65.66242199999999,67.42,298.8125841596278,0.762,0.8627611634575993,58.0644,100,9.008224187854049,3.0,3.0,2.0
9.79,7156,1576,3002,9,80.0,70.0,73.15,71.56,78.8,100.0,11.11111111111111,67.6,52.346140000000005,8.127777777777778,1904.8223350253807,48.37456,67.03685185185185,220.23476802683064,1.0877777777777777,1.9048223350253808,95.84409999999998,81,8.875846177738598,2.0,2.0,2.0
7.7,7260,2318,3218,5,76.8,81.2,95.5,72.6,84.1,100.0,55.55555555555556,73.36,69.333,53.05555555555556,1388.2657463330456,53.259359999999994,80.18592592592593,319.28374655647383,1.54,1.3882657463330457,59.290000000000006,25,8.890272839380247,3.0,2.0,1.0
7.99,9464,2357,1586,6,71.6,73.39,99.85000000000001,94.64,82.15,52.86666666666666,44.44444444444444,82.72000000000001,94.49804,44.37777777777778,672.8892660161222,78.28620800000002,76.11185185185185,249.04902789518172,1.3316666666666668,0.6728892660161222,63.84010000000001,36,9.155356063643422,3.0,3.0,1.0
11.07,4763,2126,1909,1,67.8,86.98,53.949999999999996,47.63,93.7,63.63333333333333,100.0,89.56,25.696385,53.95,897.9303857008467,42.657428,74.74555555555555,446.3573378123032,11.07,0.8979303857008467,122.54490000000001,1,8.46884293047519,2.0,1.0,0.0
6.68,3116,2453,1580,1,82.0,64.72,80.19999999999999,31.16,77.35,52.666666666666664,100.0,64.0,24.990319999999997,80.19999999999999,644.1092539747249,19.9424,67.56277777777778,787.2272143774069,6.68,0.6441092539747248,44.6224,1,8.044626279767337,2.0,1.0,0.0
